Status,Section Name,Title,Dates,Location,Instructional Methods,Meeting Information,Faculty,Availability ,Credits,Course Types,Academic Level
Open,SOCWK-5580-L2 ,ADV INTEGRATIVE CAPSTONE I,3/13/2023-5/6/2023,Lincoln,ARRANGED,3/13/2023 - 5/6/2023 TBD (ARR) ,"Jensen, Toni G. 
Matthews, Ann M. ",20 / 20 / 0,2 Credits,"Adult UG or Grad only sec
2ND 8-WEEK Session",Graduate
Open,SOCWK-5590-L ,ADV INTEGRATIVE CAPSTONE II,3/13/2023-5/6/2023,Lincoln,ARRANGED,3/13/2023 - 5/6/2023 TBD (ARR) ,"Matthews, Ann M. 
Jensen, Toni G. ",10 / 10 / 0,1 Credits,"Adult UG or Grad only sec
2ND 8-WEEK Session",Graduate
Open,SPAN-1030-L ,LATINO LANG & CULTURES,3/13/2023-5/6/2023,Distance (online),Online,3/13/2023 - 5/6/2023 (WEB) ,"Lindholm, Jenna ",19 / 20 / 0,3 Credits,"Online
2ND 8-WEEK Session
Adult UG or Grad only sec
Modern Lang-Adult Prog
Diversity-U.S.",Undergraduate
Open,SPED-2870-01 ,INSTRUCTIONL TECHNLGY,1/9/2023-5/6/2023,Lincoln,LECTURE,"T, Th 2:20-3:35 PM 1/9/2023 - 5/6/2023 SC 220 (LEC) ","Flores, Matthew ",19 / 25 / 0,3 Credits, ,Undergraduate
Open,SPED-3070-01 ,METH TCH SEC DISABIL,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W 12:20-1:35 PM 1/9/2023 - 5/6/2023 SC 125 (LEC) ","Martin, Tanya D. ",12 / 18 / 0,3 Credits, ,Undergraduate
Open,SPED-3160-01 ,ASSESSMENT,1/9/2023-5/6/2023,Distance (online),Online,1/9/2023 - 5/6/2023 (WEB) ,"Martin, Tanya D. ",17 / 25 / 0,2 Credits,Online,Undergraduate
Open,SPED-3700-01 ,ADAPT MATH/SCI METHOD,1/9/2023-5/6/2023,Distance (online),Online,1/9/2023 - 5/6/2023 (WEB) ,"Flores, Matthew ",2 / 18 / 0,1 Credits,Online,Undergraduate
Open,SPED-3710-01 ,SUPPORTS-SAFE SCHOOLS,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W 9:00-9:50 AM 1/9/2023 - 5/6/2023 SC 125 (LEC) ","Martin, Tanya D. ",12 / 18 / 0,2 Credits, ,Undergraduate
Open,SPED-4870-01 ,SP EDUC PRACTICUM,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Martin, Tanya D. ",21 / 25 / 0,7 to 14 Credits,"Internship/Practicum
Experiential Intensive",Undergraduate
Open,SPED-4960-01 ,SPECIAL PROJECTS,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Martin, Tanya D. ",99 / 99 / 0,1 to 15 Credits, ,Undergraduate
Open,STLF-1020-01 ,ACAD RESILIENCY SEMR,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W 2:00-2:50 PM 1/9/2023 - 5/6/2023 WC 105 (LEC) ","Kidder, Jacque S. ",20 / 20 / 0,1 Credits, ,Undergraduate
Open,STLF-2100-01 ,RES EDUC PEER ASSIST,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Andreini, Janelle S. ",18 / 20 / 0,0 to 1 Credits,Experiential Intensive,Undergraduate
Open,THTRE-1020FYW-01 ,SCRIPT ANALYSIS,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W, F 10:00-10:50 AM 1/9/2023 - 5/6/2023 SC 321 (LEC) ","Bloch, Talea C. ",19 / 20 / 0,3 Credits,"FYW: 2 courses needed
Innovation Thread",Undergraduate
Open,THTRE-1030-01 ,SCRIPT ANALYSIS,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W, F 10:00-10:50 AM 1/9/2023 - 5/6/2023 SC 321 (LEC) ","Bloch, Talea C. ",19 / 20 / 0,3 Credits,"Writing Instructive
Innovation Thread",Undergraduate
Open,THTRE-1310-01 ,ACTING II,1/9/2023-5/6/2023,Lincoln,LECTURE,"T, Th 8:20-9:35 AM 1/9/2023 - 5/6/2023 ETH EMLT (LEC) ","Shomaker, Scott T. ",15 / 16 / 0,3 Credits, ,Undergraduate
Open,THTRE-1310-02 ,ACTING II,1/9/2023-5/6/2023,Lincoln,LECTURE,"T, Th 2:20-3:35 PM 1/9/2023 - 5/6/2023 ETH EMLT (LEC) ","Cerney, Carson ",14 / 16 / 0,3 Credits, ,Undergraduate
Open,THTRE-1400-01 ,INTRO TO TECH THEATRE,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W 10:20-11:35 AM 1/9/2023 - 5/6/2023 CWL 317 (LEC) ","Forsman, John R. ",10 / 16 / 0,3 Credits,Creative/Perf Arts,Undergraduate
Open,THTRE-1410-01 ,COSTUME CONSTRUCTION,1/9/2023-5/6/2023,Lincoln,LECTURE,"T, Th 10:20-11:35 AM 1/9/2023 - 5/6/2023 ETH GRN (LEC) ","Armstrong, Rebecca J. ",10 / 10 / 0,3 Credits,"Creative/Perf Arts
Innovation Thread",Undergraduate
Open,THTRE-1420-01 ,MAKE UP DESIGN,1/9/2023-5/6/2023,Lincoln,LECTURE,"W, F 9:00-9:50 AM 1/9/2023 - 5/6/2023 ETH GRN (LEC) ","Ennis, Elizabeth S. ",10 / 10 / 0,2 Credits,Innovation Thread,Undergraduate
Open,THTRE-1620-01 ,MUSICAL THEATRE DANCE I,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W, F 11:00-11:50 AM 1/9/2023 - 5/6/2023 STDO -- (LEC) ","Ring, Courtney ",13 / 16 / 0,0 to 2 Credits, ,Undergraduate
Open,THTRE-1640-01 ,MUSTH VOICE LESSN I,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Bloch, Talea C. ",16 / 16 / 0,0 Credits, ,Undergraduate
Open,THTRE-1640-02 ,MUSTH VOICE LESSN I,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Bloch, Talea C. ",16 / 16 / 0,0 Credits, ,Undergraduate
Open,THTRE-1640-03 ,MUSTH VOICE LESSN I,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Wilshusen, Julie R. ",16 / 16 / 0,0 Credits, ,Undergraduate
Open,THTRE-1660-01 ,MUSICAL THTRE II,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W, F 1:00-1:50 PM 1/9/2023 - 5/6/2023 ETH EMLT (LEC) ","McAlexander, Anne ",16 / 16 / 0,3 Credits, ,Undergraduate
Open,THTRE-1700-01 ,PRACTICUM:STAGECRAFT,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Chipman, Jay S. ",99 / 99 / 0,1 Credits, ,Undergraduate
Open,THTRE-1710-01 ,PRACTICUM:COSTUMES,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Chipman, Jay S. ",99 / 99 / 0,0 to 2 Credits, ,Undergraduate
Open,THTRE-1710-02 ,PRACTICUM:COSTUMES,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Chipman, Jay S. ",99 / 99 / 0,0 to 2 Credits, ,Undergraduate
Open,THTRE-1720-01 ,PRACTICUM: MAKEUP,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Chipman, Jay S. ",99 / 99 / 0,0 to 2 Credits, ,Undergraduate
Open,THTRE-1730-01 ,PRACTICUM: PROPERTIES,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Chipman, Jay S. ",99 / 99 / 0,0 to 2 Credits, ,Undergraduate
Open,THTRE-1740-01 ,PRACTICUM: LIGHTING,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Chipman, Jay S. ",99 / 99 / 0,0 to 2 Credits, ,Undergraduate
Open,THTRE-1750-01 ,PRACTICUM: SOUND,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Chipman, Jay S. ",99 / 99 / 0,0 to 2 Credits, ,Undergraduate
Open,THTRE-1760-01 ,PRACTICUM: ACTING,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Chipman, Jay S. ",99 / 99 / 0,0 to 2 Credits, ,Undergraduate
Open,THTRE-1760-02 ,PRACTICUM: ACTING,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Chipman, Jay S. ",99 / 99 / 0,0 to 2 Credits, ,Undergraduate
Open,THTRE-1760-03 ,PRACTICUM: ACTING,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Chipman, Jay S. ",99 / 99 / 0,0 to 2 Credits, ,Undergraduate
Open,THTRE-1770-01 ,PRACTICUM:MUSICL THTR,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Chipman, Jay S. ",99 / 99 / 0,0 to 2 Credits, ,Undergraduate
Open,THTRE-1780-01 ,PRACTICUM: PROD MGMT,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Chipman, Jay S. ",99 / 99 / 0,0 to 2 Credits, ,Undergraduate
Open,THTRE-1790-01 ,PRACTICUM:THTRE PROMO,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Chipman, Jay S. ",99 / 99 / 0,0 to 2 Credits, ,Undergraduate
Open,THTRE-1800-01 ,PRACTICUM: SCENERY,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Chipman, Jay S. ",99 / 99 / 0,0 to 2 Credits, ,Undergraduate
Open,THTRE-1810FYW-01 ,PLAYWRITING I,1/9/2023-5/6/2023,Lincoln,LECTURE,"T, Th 2:20-3:35 PM 1/9/2023 - 5/6/2023 CWL 317 (LEC) ","Boesen, Rebecca A. ",4 / 9 / 0,3 Credits,"FYW: 2 courses needed
Creative/Perf Arts",Undergraduate
Open,THTRE-1950-01 ,INDEPENDENT STUDY,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Chipman, Jay S. ",99 / 99 / 0,1 to 4 Credits, ,Undergraduate
Open,THTRE-1960-01 ,SPECIAL PROJECTS,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Chipman, Jay S. ",99 / 99 / 0,1 to 15 Credits, ,Undergraduate
Open,THTRE-1970-01 ,INTERNSHIP,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Chipman, Jay S. ",99 / 99 / 0,1 to 8 Credits,"Internship/Practicum
Experiential Intensive",Undergraduate
Closed,THTRE-2030-01 ,DRAMA: AM COMEDY,1/9/2023-5/6/2023,Lincoln,LECTURE,"W, F 3:00-3:50 PM 1/9/2023 - 5/6/2023 SC 242 (LEC) ","Chipman, Jay S. ",0 / 16 / 0,2 Credits,"Speaking Instructive
Democracy Thread",Undergraduate
Open,THTRE-2110-01 ,MASTRPCS DRAMATIC LIT,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Chipman, Jay S. ",1 / 1 / 0,3 Credits, ,Undergraduate
Closed,THTRE-2160-01 ,STAGE MANAGEMENT,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Chipman, Jay S. ",0 / 2 / 0,3 Credits, ,Undergraduate
Open,THTRE-2200-01 ,INTERNATIONAL CINEMA,1/9/2023-5/6/2023,Lincoln,LECTURE,"T, Th 2:20-3:35 PM 1/9/2023 - 5/6/2023 SC 122 (LEC) ","Herndon, Gerise ",13 / 20 / 0,3 Credits,"Mlang Electives
Diversity-Global
Speaking Instructive
Going Global Thread",Undergraduate
Open,THTRE-2500-01 ,DIRECTING I,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W, F 2:00-2:50 PM 1/9/2023 - 5/6/2023 ETH EMLT (LEC) ","McAlexander, Anne ",11 / 16 / 0,3 Credits,Experiential Exploratory,Undergraduate
Open,THTRE-2620-01 ,MUSICAL THEATRE DANCE II,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W, F 9:00-9:50 AM 1/9/2023 - 5/6/2023 STDO -- (LEC) ","Ring, Courtney ",11 / 16 / 0,0 to 2 Credits, ,Undergraduate
Open,THTRE-2640-01 ,MUSTH VOICE LESSN II,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Bloch, Talea C. ",16 / 16 / 0,0 Credits, ,Undergraduate
Open,THTRE-2640-02 ,MUSTH VOICE LESSN II,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Bloch, Talea C. ",16 / 16 / 0,0 Credits, ,Undergraduate
Open,THTRE-2640-03 ,MUSTH VOICE LESSN II,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Wilshusen, Julie R. ",16 / 16 / 0,0 Credits, ,Undergraduate
Open,THTRE-2700-01 ,INTRO THTRE DESIGN,1/9/2023-5/6/2023,Lincoln,LECTURE,"T, Th 10:20-11:35 AM 1/9/2023 - 5/6/2023 CWL 317 (LEC) ","Ennis, Elizabeth S. ",10 / 16 / 0,3 Credits, ,Undergraduate
Open,THTRE-2810-01 ,PLAYWRITING I,1/9/2023-5/6/2023,Lincoln,LECTURE,"T, Th 2:20-3:35 PM 1/9/2023 - 5/6/2023 CWL 317 (LEC) ","Boesen, Rebecca A. ",9 / 9 / 0,3 Credits,"Writing Instructive
Creative/Perf Arts",Undergraduate
Open,THTRE-2950-01 ,INDEPENDENT STUDY,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Chipman, Jay S. ",99 / 99 / 0,1 to 4 Credits, ,Undergraduate
Open,THTRE-2960-01 ,SPECIAL PROJECTS,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Chipman, Jay S. ",99 / 99 / 0,1 to 15 Credits, ,Undergraduate
Open,THTRE-2970-01 ,INTERNSHIP,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Chipman, Jay S. ",99 / 99 / 0,1 to 8 Credits,"Internship/Practicum
Experiential Intensive",Undergraduate
Open,THTRE-3000-01 ,SHAKESPEARE,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W, Th, F 3:00-3:50 PM 1/9/2023 - 5/6/2023 OM 218 (LEC) ","Stanfield, Paul S. ",16 / 20 / 0,4 Credits,Writing Instructive,Undergraduate
Open,THTRE-3160-01 ,THEATRE MANAGEMENT,1/9/2023-5/6/2023,Lincoln,LECTURE,"T, Th 8:20-9:35 AM 1/9/2023 - 5/6/2023 ETH GRN (LEC) ","Wilshusen, Julie R. ",14 / 18 / 0,3 Credits,"Speaking Instructive
Innovation Thread",Undergraduate
Open,THTRE-3300-01 ,ACTING IV,1/9/2023-5/6/2023,Lincoln,LECTURE,"T, Th 12:20-1:35 PM 1/9/2023 - 5/6/2023 ETH EMLT (LEC) ","Cerney, Carson ",4 / 16 / 0,3 Credits, ,Undergraduate
Open,THTRE-3330-01 ,DIALECTS,1/9/2023-5/6/2023,Lincoln,LECTURE,"T, Th 10:20-11:35 AM 1/9/2023 - 5/6/2023 ETH EMLT (LEC) ","Cerney, Carson ",10 / 16 / 0,3 Credits, ,Undergraduate
Open,THTRE-3350-01 ,PLAYING SHAKESPEARE,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W, F 10:00-10:50 AM 1/9/2023 - 5/6/2023 ETH EMLT (LEC) ","Kathman, Ryan T. ",9 / 16 / 0,3 Credits, ,Undergraduate
Open,THTRE-3420-01 ,VOICE & MOVEMENT II,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W, F 1:00-1:50 PM 1/9/2023 - 5/6/2023 STDO -- (LEC) ","Cerney, Carson ",9 / 16 / 0,3 Credits, ,Undergraduate
Open,THTRE-3500-01 ,DIRECTING II,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W, F 1:00-1:50 PM 1/9/2023 - 5/6/2023 SC 225 (LEC) ","Kathman, Ryan T. ",5 / 12 / 0,3 Credits,Experiential Intensive,Undergraduate
Open,THTRE-3510-01 ,DIRECTING III,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W, F 1:00-1:50 PM 1/9/2023 - 5/6/2023 SC 225 (LEC) ","Kathman, Ryan T. ",12 / 12 / 0,3 Credits, ,Undergraduate
Open,THTRE-3620-01 ,MUSICAL THEATRE DANCE III,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W, F 10:00-10:50 AM 1/9/2023 - 5/6/2023 STDO -- (LEC) ","Ring, Courtney ",6 / 16 / 0,0 to 2 Credits, ,Undergraduate
Open,THTRE-3640-01 ,MUSTH VOICE LESSN III,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Bloch, Talea C. ",16 / 16 / 0,0 Credits, ,Undergraduate
Open,THTRE-3640-02 ,MUSTH VOICE LESSN III,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Bloch, Talea C. ",16 / 16 / 0,0 Credits, ,Undergraduate
Open,THTRE-3640-03 ,MUSTH VOICE LESSN III,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Wilshusen, Julie R. ",16 / 16 / 0,0 Credits, ,Undergraduate
Open,THTRE-3670-01 ,MUS THTRE THRY MUS 2,1/9/2023-5/6/2023,Lincoln,LECTURE,"T, Th 2:20-3:35 PM 1/9/2023 - 5/6/2023 ACK 211 (LEC) ","Bloch, Talea C. ",14 / 15 / 0,3 Credits,Writing Instructive,Undergraduate
Open,THTRE-3700-01 ,PROD DESIGN I,1/9/2023-5/6/2023,Lincoln,LECTURE,"T, Th 12:20-1:35 PM 1/9/2023 - 5/6/2023 SC 221 (LEC) ","Armstrong, Rebecca J. ",16 / 16 / 0,3 Credits, ,Undergraduate
Open,THTRE-3710-01 ,PROD DESIGN II,1/9/2023-5/6/2023,Lincoln,LECTURE,"T, Th 12:20-1:35 PM 1/9/2023 - 5/6/2023 SC 221 (LEC) ","Armstrong, Rebecca J. ",15 / 16 / 0,3 Credits, ,Undergraduate
Open,THTRE-3800-01 ,WORLD THTRE HIST I,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W, F 11:00-11:50 AM 1/9/2023 - 5/6/2023 SC 222 (LEC) ","Ennis, Elizabeth S. ",17 / 22 / 0,3 Credits,"Writing Instructive
Democracy Thread",Undergraduate
Open,THTRE-3840-01 ,PLAYWRITING II,1/9/2023-5/6/2023,Lincoln,LECTURE,"T, Th 12:20-1:35 PM 1/9/2023 - 5/6/2023 CWL 317 (LEC) ","Boesen, Rebecca A. ",7 / 7 / 0,3 Credits,Writing Instructive,Undergraduate
Open,THTRE-3850-01 ,PLAYWRITING III,1/9/2023-5/6/2023,Lincoln,LECTURE,"T, Th 12:20-1:35 PM 1/9/2023 - 5/6/2023 CWL 317 (LEC) ","Boesen, Rebecca A. ",4 / 6 / 0,3 Credits, ,Undergraduate
Open,THTRE-3950-01 ,INDEPENDENT STUDY,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Chipman, Jay S. ",99 / 99 / 0,1 to 4 Credits, ,Undergraduate
Open,THTRE-3960-01 ,SPECIAL PROJECTS,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Chipman, Jay S. ",99 / 99 / 0,1 to 15 Credits, ,Undergraduate
Open,THTRE-3970-01 ,INTERNSHIP,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Chipman, Jay S. ",99 / 99 / 0,1 to 8 Credits,"Internship/Practicum
Experiential Intensive",Undergraduate
Open,THTRE-4300-01 ,ACTING: DIR PERSP,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W, F 9:00-9:50 AM 1/9/2023 - 5/6/2023 ETH EMLT (LEC) ","Kathman, Ryan T. ",7 / 16 / 0,3 Credits, ,Undergraduate
Open,THTRE-4450-01 ,AUDITIONING,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W, F 11:00-11:50 AM 1/9/2023 - 5/6/2023 ETH EMLT (LEC) ","McAlexander, Anne ",4 / 16 / 0,3 Credits, ,Undergraduate
Open,THTRE-4500-01 ,DIRECTING IV,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W, F 1:00-1:50 PM 1/9/2023 - 5/6/2023 SC 225 (LEC) ","Kathman, Ryan T. ",11 / 12 / 0,3 Credits, ,Undergraduate
Open,THTRE-4640-01 ,MUSTH VOICE LESSN IV,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Bloch, Talea C. ",16 / 16 / 0,0 Credits, ,Undergraduate
Open,THTRE-4640-02 ,MUSTH VOICE LESSN IV,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Bloch, Talea C. ",16 / 16 / 0,0 Credits, ,Undergraduate
Open,THTRE-4640-03 ,MUSTH VOICE LESSN IV,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Wilshusen, Julie R. ",16 / 16 / 0,0 Credits, ,Undergraduate
Open,THTRE-4700-01 ,PROD DESIGN III,1/9/2023-5/6/2023,Lincoln,LECTURE,"T, Th 10:20-11:35 AM 1/9/2023 - 5/6/2023 ACK 211 (LEC) ","Armstrong, Rebecca J. ",16 / 16 / 0,3 Credits, ,Undergraduate
Open,THTRE-4710-01 ,PROD DESIGN IV,1/9/2023-5/6/2023,Lincoln,LECTURE,"T, Th 10:20-11:35 AM 1/9/2023 - 5/6/2023 ACK 211 (LEC) ","Armstrong, Rebecca J. ",14 / 16 / 0,3 Credits, ,Undergraduate
Open,THTRE-4850-01 ,PLAYWRITING IV,1/9/2023-5/6/2023,Lincoln,LECTURE,"T, Th 12:20-1:35 PM 1/9/2023 - 5/6/2023 CWL 317 (LEC) ","Boesen, Rebecca A. ",4 / 5 / 0,3 Credits, ,Undergraduate
Open,THTRE-4950-01 ,INDEPENDENT STUDY,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Chipman, Jay S. ",97 / 99 / 0,1 to 12 Credits, ,Undergraduate
Open,THTRE-4960-01 ,SPECIAL PROJECTS,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Chipman, Jay S. ",99 / 99 / 0,1 to 15 Credits, ,Undergraduate
Open,THTRE-4970-01 ,INTERNSHIP,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Chipman, Jay S. ",96 / 99 / 0,1 to 8 Credits,"Internship/Practicum
Experiential Intensive",Undergraduate
Open,THTRE-4990-01 ,SENIOR CAPSTONE,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W, F 2:00-2:50 PM 1/9/2023 - 5/6/2023 SC 225 (LEC) ","Chipman, Jay S. ",16 / 18 / 0,1 to 3 Credits,"Writing Instructive
Speaking Instructive",Undergraduate
