"","Country","Stay_Info","Year","Quantity"
"622","Aruba","Number of rooms",2010,9856
"623","Aruba","Number of rooms",2011,9984
"624","Aruba","Number of rooms",2012,9984
"625","Aruba","Number of rooms",2013,9402
"626","Aruba","Number of rooms",2014,11075
"627","Aruba","Number of rooms",2015,11075
"628","Aruba","Number of rooms",2016,11075
"629","Aruba","Number of rooms",2017,11929
"630","Aruba","Number of rooms",2018,11929
"631","Aruba","Number of rooms",2019,11929
"632","Aruba","Number of rooms",2020,11929
"633","Aruba","Number of rooms",2021,11929
"634","Aruba","Number of bed-places",1996,13562
"635","Aruba","Number of bed-places",1997,14466
"636","Aruba","Number of bed-places",1998,14466
"637","Aruba","Number of bed-places",1999,15566
"638","Aruba","Number of bed-places",2000,15566
"639","Aruba","Number of bed-places",2001,15566
"640","Aruba","Number of bed-places",2002,14080
"641","Aruba","Number of bed-places",2003,15462
"642","Aruba","Number of bed-places",2004,14412
"643","Aruba","Number of bed-places",2005,15932
"644","Aruba","Number of bed-places",2006,18124
"645","Aruba","Number of bed-places",2007,18124
"646","Aruba","Number of bed-places",2008,19712
"647","Aruba","Number of bed-places",2009,19712
"648","Aruba","Number of bed-places",2010,19712
"649","Aruba","Number of bed-places",2011,19964
"650","Aruba","Number of bed-places",2012,19964
"651","Aruba","Number of bed-places",2013,18804
"652","Aruba","Number of bed-places",2014,22150
"653","Aruba","Number of bed-places",2015,22150
"654","Aruba","Number of bed-places",2016,22150
"655","Aruba","Number of bed-places",2017,23858
"656","Aruba","Number of bed-places",2018,23858
"657","Aruba","Number of bed-places",2019,23858
"658","Aruba","Number of bed-places",2020,23858
"659","Aruba","Number of bed-places",2021,23858
"660","Aruba","Occupancy rate / rooms",1996,71.5
"661","Aruba","Occupancy rate / rooms",1997,73.5
"662","Aruba","Occupancy rate / rooms",1998,78.46
"663","Aruba","Occupancy rate / rooms",1999,78.6
"664","Aruba","Occupancy rate / rooms",2000,74.04
"665","Aruba","Occupancy rate / rooms",2001,74.27
"666","Aruba","Occupancy rate / rooms",2002,69.8
"667","Aruba","Occupancy rate / rooms",2003,74.4
"668","Aruba","Occupancy rate / rooms",2004,80.7
"669","Aruba","Occupancy rate / rooms",2005,81.7
"670","Aruba","Occupancy rate / rooms",2006,76.8
"671","Aruba","Occupancy rate / rooms",2007,77.8
"672","Aruba","Occupancy rate / rooms",2008,76.6
"673","Aruba","Occupancy rate / rooms",2009,74.7
"674","Aruba","Occupancy rate / rooms",2010,76.8
"675","Aruba","Occupancy rate / rooms",2011,77.7
"676","Aruba","Occupancy rate / rooms",2012,78.8
"677","Aruba","Occupancy rate / rooms",2013,73.2
"678","Australia","Number of establishments",2006,4195
"679","Australia","Number of establishments",2007,4235
"680","Australia","Number of establishments",2008,4277
"681","Australia","Number of establishments",2009,4310
"682","Australia","Number of establishments",2010,4279
"683","Australia","Number of establishments",2011,4216
"684","Australia","Number of establishments",2012,4233
"685","Australia","Number of establishments",2013,4237
"686","Australia","Number of establishments",2014,4204
"687","Australia","Number of establishments",2015,4464
"688","Australia","Number of establishments",2016,4445
"689","Australia","Number of establishments",2017,5189
"690","Australia","Number of establishments",2018,5256
"691","Australia","Number of establishments",2019,5637
"692","Australia","Number of establishments",2020,5615
"693","Australia","Number of establishments",2021,5960
"694","Australia","Number of establishments",2022,5945
"695","Australia","Number of rooms",1996,173876
"696","Australia","Number of rooms",1997,172334
"697","Australia","Number of rooms",1998,182061
"698","Australia","Number of rooms",1999,190097
"699","Australia","Number of rooms",2000,194926
"700","Australia","Number of rooms",2001,198133
"701","Australia","Number of rooms",2002,196431
"702","Australia","Number of rooms",2003,204461
"703","Australia","Number of rooms",2004,205495
"704","Australia","Number of rooms",2005,232077
"705","Australia","Number of rooms",2006,215172
"706","Australia","Number of rooms",2007,218317
"707","Australia","Number of rooms",2008,223319
"708","Australia","Number of rooms",2009,226434
"709","Australia","Number of rooms",2010,227320
"710","Australia","Number of rooms",2011,226557
"711","Australia","Number of rooms",2012,227168
"712","Australia","Number of rooms",2013,230064
"713","Australia","Number of rooms",2014,229646
"714","Australia","Number of rooms",2015,248573
"715","Australia","Number of rooms",2016,249131
"716","Australia","Number of rooms",2017,274953
"717","Australia","Number of rooms",2018,284680
"718","Australia","Number of rooms",2019,296452
"719","Australia","Number of rooms",2020,291041
"720","Australia","Number of rooms",2021,304182
"721","Australia","Number of rooms",2022,316146
"722","Australia","Number of bed-places",1996,504123
"723","Australia","Number of bed-places",1997,507807
"724","Australia","Number of bed-places",1998,536754
"725","Australia","Number of bed-places",1999,559665
"726","Australia","Number of bed-places",2000,567546
"727","Australia","Number of bed-places",2001,571560
"728","Australia","Number of bed-places",2002,563779
"729","Australia","Number of bed-places",2003,580252
"730","Australia","Number of bed-places",2004,586217
"731","Australia","Number of bed-places",2005,659731
"732","Australia","Number of bed-places",2006,619120
"733","Australia","Number of bed-places",2007,624751
"734","Australia","Number of bed-places",2008,637147
"735","Australia","Number of bed-places",2009,640139
"736","Australia","Number of bed-places",2010,640454
"737","Australia","Number of bed-places",2011,636002
"738","Australia","Number of bed-places",2012,631351
"739","Australia","Number of bed-places",2013,632257
"740","Australia","Number of bed-places",2014,635130
"741","Australia","Number of bed-places",2015,678361
"742","Australia","Number of bed-places",2016,676638
"743","Australia","Occupancy rate / rooms",1996,58.4
"744","Australia","Occupancy rate / rooms",1997,57.4
"745","Australia","Occupancy rate / rooms",1998,57.7
"746","Australia","Occupancy rate / rooms",1999,58.7
"747","Australia","Occupancy rate / rooms",2000,58.1
"748","Australia","Occupancy rate / rooms",2001,57.3
"749","Australia","Occupancy rate / rooms",2002,58.7
"750","Australia","Occupancy rate / rooms",2003,63.5
"751","Australia","Occupancy rate / rooms",2004,63.7
"752","Australia","Occupancy rate / rooms",2005,64.5
"753","Australia","Occupancy rate / rooms",2006,66.9
"754","Australia","Occupancy rate / rooms",2007,66.8
"755","Australia","Occupancy rate / rooms",2008,65.1
"756","Australia","Occupancy rate / rooms",2009,64.7
"757","Australia","Occupancy rate / rooms",2010,66.3
"758","Australia","Occupancy rate / rooms",2011,67.3
"759","Australia","Occupancy rate / rooms",2012,63.1
"760","Australia","Occupancy rate / rooms",2013,62
"761","Australia","Occupancy rate / rooms",2014,61.5
"762","Australia","Occupancy rate / rooms",2015,62.4
"763","Australia","Occupancy rate / rooms",2016,63.9
"764","Australia","Occupancy rate / rooms",2017,75.2
"765","Australia","Occupancy rate / rooms",2018,76
"766","Australia","Occupancy rate / rooms",2019,73.8
"767","Australia","Occupancy rate / rooms",2020,42.61
"768","Australia","Occupancy rate / rooms",2021,47
"769","Australia","Occupancy rate / rooms",2022,66.5
"770","Australia","Occupancy rate / bed-places",2006,41.5
"771","Australia","Occupancy rate / bed-places",2007,41.2
"772","Australia","Occupancy rate / bed-places",2008,40.4
"773","Australia","Occupancy rate / bed-places",2009,41
"774","Australia","Occupancy rate / bed-places",2010,41.4
"775","Australia","Occupancy rate / bed-places",2011,41.8
"776","Australia","Occupancy rate / bed-places",2012,38
"777","Australia","Occupancy rate / bed-places",2013,37.7
"778","Australia","Occupancy rate / bed-places",2014,37.6
"779","Australia","Occupancy rate / bed-places",2015,38.6
"780","Australia","Occupancy rate / bed-places",2016,39.4
"781","Australia","Average length of stay",1996,2.1
"782","Australia","Average length of stay",1997,2
"783","Australia","Average length of stay",1998,2.2
"784","Australia","Average length of stay",1999,2.2
"785","Australia","Average length of stay",2000,2.3
"786","Australia","Average length of stay",2001,2.3
"787","Australia","Average length of stay",2002,2.3
"788","Australia","Average length of stay",2003,2.3
"789","Australia","Average length of stay",2004,2.3
"790","Australia","Average length of stay",2005,2.3
"791","Australia","Average length of stay",2006,2.3
"792","Australia","Average length of stay",2007,2.2
"793","Australia","Average length of stay",2008,2.3
"794","Australia","Average length of stay",2009,2.3
"795","Australia","Average length of stay",2010,2.3
"796","Australia","Average length of stay",2011,2.3
"797","Australia","Average length of stay",2012,2.3
"798","Australia","Average length of stay",2013,2.2
"799","Austria","Number of establishments",1996,17990
"800","Austria","Number of establishments",1997,17692
"801","Austria","Number of establishments",1998,15780
"802","Austria","Number of establishments",1999,15800
"803","Austria","Number of establishments",2000,15517
"804","Austria","Number of establishments",2001,15293
"805","Austria","Number of establishments",2002,14914
"806","Austria","Number of establishments",2003,14708
"807","Austria","Number of establishments",2004,14435
"808","Austria","Number of establishments",2005,14267
"809","Austria","Number of establishments",2006,14051
"810","Austria","Number of establishments",2007,14204
"811","Austria","Number of establishments",2008,13756
"812","Austria","Number of establishments",2009,13645
"813","Austria","Number of establishments",2010,13461
"814","Austria","Number of establishments",2011,13359
"815","Austria","Number of establishments",2012,13203
"816","Austria","Number of establishments",2013,13073
"817","Austria","Number of establishments",2014,12839
"818","Austria","Number of establishments",2015,12625
"819","Austria","Number of establishments",2016,12366
"820","Austria","Number of establishments",2017,12153
"821","Austria","Number of establishments",2018,12003
"822","Austria","Number of establishments",2019,11823
"823","Austria","Number of establishments",2020,11612
"824","Austria","Number of establishments",2021,11353
"825","Austria","Number of establishments",2022,11240
"826","Austria","Number of rooms",1996,307187
"827","Austria","Number of rooms",1997,301479
"828","Austria","Number of rooms",1998,302364
"829","Austria","Number of rooms",1999,292104
"830","Austria","Number of rooms",2000,286816
"831","Austria","Number of rooms",2001,288346
"832","Austria","Number of rooms",2002,282735
"833","Austria","Number of rooms",2003,282614
"834","Austria","Number of rooms",2004,290491
"835","Austria","Number of rooms",2005,289879
"836","Austria","Number of rooms",2006,282002
"837","Austria","Number of rooms",2007,285558
"838","Austria","Number of rooms",2008,286571
"839","Austria","Number of rooms",2009,288934
"840","Austria","Number of rooms",2010,290287
"841","Austria","Number of rooms",2011,290509
"842","Austria","Number of rooms",2012,292165
"843","Austria","Number of rooms",2013,293702
"844","Austria","Number of rooms",2014,291753
"845","Austria","Number of rooms",2015,291974
"846","Austria","Number of rooms",2016,291497
"847","Austria","Number of rooms",2017,291046
"848","Austria","Number of rooms",2018,292458
"849","Austria","Number of rooms",2019,290878
"850","Austria","Number of rooms",2020,290468
"851","Austria","Number of rooms",2021,287528
"852","Austria","Number of rooms",2022,290698
"853","Austria","Number of bed-places",1998,584889
"854","Austria","Number of bed-places",1999,595456
"855","Austria","Number of bed-places",2000,588213
"856","Austria","Number of bed-places",2001,587305
"857","Austria","Number of bed-places",2002,569306
"858","Austria","Number of bed-places",2003,566274
"859","Austria","Number of bed-places",2004,570785
"860","Austria","Number of bed-places",2005,571377
"861","Austria","Number of bed-places",2006,572514
"862","Austria","Number of bed-places",2007,573726
"863","Austria","Number of bed-places",2008,579758
"864","Austria","Number of bed-places",2009,587899
"865","Austria","Number of bed-places",2010,589293
"866","Austria","Number of bed-places",2011,594357
"867","Austria","Number of bed-places",2012,594841
"868","Austria","Number of bed-places",2013,601483
"869","Austria","Number of bed-places",2014,598742
"870","Austria","Number of bed-places",2015,600342
